contig	gene_id	gene_number	locus	strand	full_label	hmm	gene_symbol	label	product	ec_number
NC_003228.3	NC_003228.3_1136	1136	(1463976, 1467362)	pos	NC_003228.3_1136__NC_003228.3_1136_1463976_1467362_pos	TIGR04056.1	susC	SusC/RagA family TonB-linked outer membrane protein	susC	undef
NC_003228.3	NC_003228.3_1238	1238	(1570137, 1573442)	pos	NC_003228.3_1238__NC_003228.3_1238_1570137_1573442_pos	TIGR04056.1	susC	SusC/RagA family TonB-linked outer membrane protein	susC	undef
NC_003228.3	NC_003228.3_1329	1329	(1679751, 1683146)	pos	NC_003228.3_1329__NC_003228.3_1329_1679751_1683146_pos	TIGR04056.1	susC	SusC/RagA family TonB-linked outer membrane protein	susC	undef
NC_003228.3	NC_003228.3_1520	1520	(1886174, 1889302)	pos	NC_003228.3_1520__NC_003228.3_1520_1886174_1889302_pos	TIGR04056.1	susC	SusC/RagA family TonB-linked outer membrane protein	susC	undef
NC_003228.3	NC_003228.3_1619	1619	(1999994, 2002087)	pos	NC_003228.3_1619__NC_003228.3_1619_1999994_2002087_pos	TIGR04056.1	susC	SusC/RagA family TonB-linked outer membrane protein	susC	undef
NC_003228.3	NC_003228.3_1620	1620	(2002103, 2003323)	pos	NC_003228.3_1620__NC_003228.3_1620_2002103_2003323_pos	TIGR04056.1	susC	SusC/RagA family TonB-linked outer membrane protein	susC	undef
NC_003228.3	NC_003228.3_1623	1623	(2005661, 2008930)	pos	NC_003228.3_1623__NC_003228.3_1623_2005661_2008930_pos	TIGR04056.1	susC	SusC/RagA family TonB-linked outer membrane protein	susC	undef
NC_003228.3	NC_003228.3_1710	1710	(2094629, 2097799)	pos	NC_003228.3_1710__NC_003228.3_1710_2094629_2097799_pos	TIGR04056.1	susC	SusC/RagA family TonB-linked outer membrane protein	susC	undef
NC_003228.3	NC_003228.3_1723	1723	(2119766, 2122510)	pos	NC_003228.3_1723__NC_003228.3_1723_2119766_2122510_pos	TIGR04056.1	susC	SusC/RagA family TonB-linked outer membrane protein	susC	undef
NC_003228.3	NC_003228.3_1864	1864	(2283190, 2286567)	pos	NC_003228.3_1864__NC_003228.3_1864_2283190_2286567_pos	TIGR04056.1	susC	SusC/RagA family TonB-linked outer membrane protein	susC	undef
NC_003228.3	NC_003228.3_1899	1899	(2330851, 2334228)	pos	NC_003228.3_1899__NC_003228.3_1899_2330851_2334228_pos	TIGR04056.1	susC	SusC/RagA family TonB-linked outer membrane protein	susC	undef
NC_003228.3	NC_003228.3_1951	1951	(2387138, 2389927)	pos	NC_003228.3_1951__NC_003228.3_1951_2387138_2389927_pos	TIGR04056.1	susC	SusC/RagA family TonB-linked outer membrane protein	susC	undef
NC_003228.3	NC_003228.3_1991	1991	(2437279, 2439495)	pos	NC_003228.3_1991__NC_003228.3_1991_2437279_2439495_pos	TIGR04056.1	susC	SusC/RagA family TonB-linked outer membrane protein	susC	undef
NC_003228.3	NC_003228.3_2102	2102	(2557432, 2560737)	pos	NC_003228.3_2102__NC_003228.3_2102_2557432_2560737_pos	TIGR04056.1	susC	SusC/RagA family TonB-linked outer membrane protein	susC	undef
NC_003228.3	NC_003228.3_2598	2598	(3103576, 3104451)	pos	NC_003228.3_2598__NC_003228.3_2598_3103576_3104451_pos	TIGR04056.1	susC	SusC/RagA family TonB-linked outer membrane protein	susC	undef
NC_003228.3	NC_003228.3_2643	2643	(3149210, 3151354)	pos	NC_003228.3_2643__NC_003228.3_2643_3149210_3151354_pos	TIGR04056.1	susC	SusC/RagA family TonB-linked outer membrane protein	susC	undef
NC_003228.3	NC_003228.3_2899	2899	(3451026, 3451946)	pos	NC_003228.3_2899__NC_003228.3_2899_3451026_3451946_pos	TIGR04056.1	susC	SusC/RagA family TonB-linked outer membrane protein	susC	undef
NC_003228.3	NC_003228.3_2953	2953	(3515822, 3518944)	pos	NC_003228.3_2953__NC_003228.3_2953_3515822_3518944_pos	TIGR04056.1	susC	SusC/RagA family TonB-linked outer membrane protein	susC	undef
NC_003228.3	NC_003228.3_3132	3132	(3754969, 3758124)	pos	NC_003228.3_3132__NC_003228.3_3132_3754969_3758124_pos	TIGR04056.1	susC	SusC/RagA family TonB-linked outer membrane protein	susC	undef
NC_003228.3	NC_003228.3_3164	3164	(3796130, 3798166)	pos	NC_003228.3_3164__NC_003228.3_3164_3796130_3798166_pos	TIGR04056.1	susC	SusC/RagA family TonB-linked outer membrane protein	susC	undef
NC_003228.3	NC_003228.3_3327	3327	(4004116, 4005948)	pos	NC_003228.3_3327__NC_003228.3_3327_4004116_4005948_pos	TIGR04056.1	susC	SusC/RagA family TonB-linked outer membrane protein	susC	undef
NC_003228.3	NC_003228.3_3350	3350	(4024110, 4027379)	pos	NC_003228.3_3350__NC_003228.3_3350_4024110_4027379_pos	TIGR04056.1	susC	SusC/RagA family TonB-linked outer membrane protein	susC	undef
NC_003228.3	NC_003228.3_3381	3381	(4066003, 4069053)	pos	NC_003228.3_3381__NC_003228.3_3381_4066003_4069053_pos	TIGR04056.1	susC	SusC/RagA family TonB-linked outer membrane protein	susC	undef
NC_003228.3	NC_003228.3_3682	3682	(4419207, 4422647)	pos	NC_003228.3_3682__NC_003228.3_3682_4419207_4422647_pos	TIGR04056.1	susC	SusC/RagA family TonB-linked outer membrane protein	susC	undef
NC_003228.3	NC_003228.3_3983	3983	(4769105, 4772350)	pos	NC_003228.3_3983__NC_003228.3_3983_4769105_4772350_pos	TIGR04056.1	susC	SusC/RagA family TonB-linked outer membrane protein	susC	undef
NC_003228.3	NC_003228.3_3989	3989	(4781654, 4784650)	pos	NC_003228.3_3989__NC_003228.3_3989_4781654_4784650_pos	TIGR04056.1	susC	SusC/RagA family TonB-linked outer membrane protein	susC	undef
NC_003228.3	NC_003228.3_4035	4035	(4835156, 4837456)	pos	NC_003228.3_4035__NC_003228.3_4035_4835156_4837456_pos	TIGR04056.1	susC	SusC/RagA family TonB-linked outer membrane protein	susC	undef
NC_003228.3	NC_003228.3_4062	4062	(4860954, 4864274)	pos	NC_003228.3_4062__NC_003228.3_4062_4860954_4864274_pos	TIGR04056.1	susC	SusC/RagA family TonB-linked outer membrane protein	susC	undef
NC_003228.3	NC_003228.3_4176	4176	(5024377, 5027655)	pos	NC_003228.3_4176__NC_003228.3_4176_5024377_5027655_pos	TIGR04056.1	susC	SusC/RagA family TonB-linked outer membrane protein	susC	undef
NC_003228.3	NC_003228.3_4179	4179	(5030726, 5033881)	pos	NC_003228.3_4179__NC_003228.3_4179_5030726_5033881_pos	TIGR04056.1	susC	SusC/RagA family TonB-linked outer membrane protein	susC	undef
NC_003228.3	NC_003228.3_4187	4187	(5046824, 5050084)	pos	NC_003228.3_4187__NC_003228.3_4187_5046824_5050084_pos	TIGR04056.1	susC	SusC/RagA family TonB-linked outer membrane protein	susC	undef
NC_003228.3	NC_003228.3_4254	4254	(5146891, 5149653)	pos	NC_003228.3_4254__NC_003228.3_4254_5146891_5149653_pos	TIGR04056.1	susC	SusC/RagA family TonB-linked outer membrane protein	susC	undef
