contig	gene_id	gene_number	locus	strand	full_label	hmm	gene_symbol	label	product	ec_number
NC_009441.1	NC_009441.1_3607	3607	(4200942, 4203908)	neg	NC_009441.1_3607__NC_009441.1_3607_4200942_4203908_neg	TIGR04056.1	susC	SusC/RagA family TonB-linked outer membrane protein	susC	undef
NC_009441.1	NC_009441.1_3639	3639	(4243737, 4246772)	pos	NC_009441.1_3639__NC_009441.1_3639_4243737_4246772_pos	TIGR04056.1	susC	SusC/RagA family TonB-linked outer membrane protein	susC	undef
NC_009441.1	NC_009441.1_3640	3640	(4246789, 4248180)	pos	NC_009441.1_3640__NC_009441.1_3640_4246789_4248180_pos	NF033071.0	susD	starch-binding outer membrane lipoprotein SusD	susD	undef
NC_009441.1	NC_009441.1_3958	3958	(4584470, 4587574)	pos	NC_009441.1_3958__NC_009441.1_3958_4584470_4587574_pos	TIGR04056.1	susC	SusC/RagA family TonB-linked outer membrane protein	susC	undef
NC_009441.1	NC_009441.1_3959	3959	(4587633, 4589156)	pos	NC_009441.1_3959__NC_009441.1_3959_4587633_4589156_pos	NF033071.0	susD	starch-binding outer membrane lipoprotein SusD	susD	undef
NC_009441.1	NC_009441.1_3965	3965	(4597112, 4598608)	neg	NC_009441.1_3965__NC_009441.1_3965_4597112_4598608_neg	NF033071.0	susD	starch-binding outer membrane lipoprotein SusD	susD	undef
NC_009441.1	NC_009441.1_3966	3966	(4598617, 4601625)	neg	NC_009441.1_3966__NC_009441.1_3966_4598617_4601625_neg	TIGR04056.1	susC	SusC/RagA family TonB-linked outer membrane protein	susC	undef
NC_009441.1	NC_009441.1_4270	4270	(4995496, 4997262)	neg	NC_009441.1_4270__NC_009441.1_4270_4995496_4997262_neg	NF033071.0	susD	starch-binding outer membrane lipoprotein SusD	susD	undef
NC_009441.1	NC_009441.1_4271	4271	(4997266, 5000550)	neg	NC_009441.1_4271__NC_009441.1_4271_4997266_5000550_neg	TIGR04056.1	susC	SusC/RagA family TonB-linked outer membrane protein	susC	undef
NC_009441.1	NC_009441.1_4335	4335	(5096575, 5098110)	neg	NC_009441.1_4335__NC_009441.1_4335_5096575_5098110_neg	NF033071.0	susD	starch-binding outer membrane lipoprotein SusD	susD	undef
NC_009441.1	NC_009441.1_4336	4336	(5098117, 5101260)	neg	NC_009441.1_4336__NC_009441.1_4336_5098117_5101260_neg	TIGR04056.1	susC	SusC/RagA family TonB-linked outer membrane protein	susC	undef
NC_009441.1	NC_009441.1_4357	4357	(5135283, 5136956)	neg	NC_009441.1_4357__NC_009441.1_4357_5135283_5136956_neg	NF033071.0	susD	starch-binding outer membrane lipoprotein SusD	susD	undef
NC_009441.1	NC_009441.1_4358	4358	(5136969, 5140073)	neg	NC_009441.1_4358__NC_009441.1_4358_5136969_5140073_neg	TIGR04056.1	susC	SusC/RagA family TonB-linked outer membrane protein	susC	undef
NC_009441.1	NC_009441.1_4430	4430	(5228764, 5230278)	neg	NC_009441.1_4430__NC_009441.1_4430_5228764_5230278_neg	NF033071.0	susD	starch-binding outer membrane lipoprotein SusD	susD	undef
NC_009441.1	NC_009441.1_4431	4431	(5230303, 5233320)	neg	NC_009441.1_4431__NC_009441.1_4431_5230303_5233320_neg	TIGR04056.1	susC	SusC/RagA family TonB-linked outer membrane protein	susC	undef
NC_009441.1	NC_009441.1_4478	4478	(5276194, 5279223)	pos	NC_009441.1_4478__NC_009441.1_4478_5276194_5279223_pos	TIGR04056.1	susC	SusC/RagA family TonB-linked outer membrane protein	susC	undef
NC_009441.1	NC_009441.1_4479	4479	(5279241, 5280656)	pos	NC_009441.1_4479__NC_009441.1_4479_5279241_5280656_pos	NF033071.0	susD	starch-binding outer membrane lipoprotein SusD	susD	undef
NC_009441.1	NC_009441.1_4537	4537	(5347414, 5348898)	neg	NC_009441.1_4537__NC_009441.1_4537_5347414_5348898_neg	NF033071.0	susD	starch-binding outer membrane lipoprotein SusD	susD	undef
NC_009441.1	NC_009441.1_4538	4538	(5348903, 5351974)	neg	NC_009441.1_4538__NC_009441.1_4538_5348903_5351974_neg	TIGR04056.1	susC	SusC/RagA family TonB-linked outer membrane protein	susC	undef
NC_009441.1	NC_009441.1_4594	4594	(5413366, 5415369)	neg	NC_009441.1_4594__NC_009441.1_4594_5413366_5415369_neg	NF033071.0	susD	starch-binding outer membrane lipoprotein SusD	susD	undef
NC_009441.1	NC_009441.1_4595	4595	(5415382, 5418771)	neg	NC_009441.1_4595__NC_009441.1_4595_5415382_5418771_neg	TIGR04056.1	susC	SusC/RagA family TonB-linked outer membrane protein	susC	undef
NC_009441.1	NC_009441.1_4752	4752	(5614543, 5617668)	pos	NC_009441.1_4752__NC_009441.1_4752_5614543_5617668_pos	TIGR04056.1	susC	SusC/RagA family TonB-linked outer membrane protein	susC	undef
NC_009441.1	NC_009441.1_4753	4753	(5617684, 5619156)	pos	NC_009441.1_4753__NC_009441.1_4753_5617684_5619156_pos	NF033071.0	susD	starch-binding outer membrane lipoprotein SusD	susD	undef
NC_009441.1	NC_009441.1_4779	4779	(5650685, 5654020)	pos	NC_009441.1_4779__NC_009441.1_4779_5650685_5654020_pos	TIGR04056.1	susC	SusC/RagA family TonB-linked outer membrane protein	susC	undef
NC_009441.1	NC_009441.1_4780	4780	(5654032, 5655354)	pos	NC_009441.1_4780__NC_009441.1_4780_5654032_5655354_pos	NF033071.0	susD	starch-binding outer membrane lipoprotein SusD	susD	undef
NC_009441.1	NC_009441.1_5067	5067	(5979282, 5980838)	neg	NC_009441.1_5067__NC_009441.1_5067_5979282_5980838_neg	NF033071.0	susD	starch-binding outer membrane lipoprotein SusD	susD	undef
NC_009441.1	NC_009441.1_5068	5068	(5980894, 5984085)	neg	NC_009441.1_5068__NC_009441.1_5068_5980894_5984085_neg	TIGR04056.1	susC	SusC/RagA family TonB-linked outer membrane protein	susC	undef
