contig	gene_id	gene_number	locus	strand	full_label	hmm	gene_symbol	label	product	ec_number
NC_009441.1	NC_009441.1_3255	3255	(3785434, 3787800)	pos	NC_009441.1_3255__NC_009441.1_3255_3785434_3787800_pos	TIGR04056.1	susC	SusC/RagA family TonB-linked outer membrane protein	susC	undef
NC_009441.1	NC_009441.1_3415	3415	(3987732, 3991091)	pos	NC_009441.1_3415__NC_009441.1_3415_3987732_3991091_pos	TIGR04056.1	susC	SusC/RagA family TonB-linked outer membrane protein	susC	undef
NC_009441.1	NC_009441.1_3639	3639	(4243737, 4246772)	pos	NC_009441.1_3639__NC_009441.1_3639_4243737_4246772_pos	TIGR04056.1	susC	SusC/RagA family TonB-linked outer membrane protein	susC	undef
NC_009441.1	NC_009441.1_3958	3958	(4584470, 4587574)	pos	NC_009441.1_3958__NC_009441.1_3958_4584470_4587574_pos	TIGR04056.1	susC	SusC/RagA family TonB-linked outer membrane protein	susC	undef
NC_009441.1	NC_009441.1_4138	4138	(4818465, 4820909)	pos	NC_009441.1_4138__NC_009441.1_4138_4818465_4820909_pos	TIGR04056.1	susC	SusC/RagA family TonB-linked outer membrane protein	susC	undef
NC_009441.1	NC_009441.1_4296	4296	(5039044, 5042046)	pos	NC_009441.1_4296__NC_009441.1_4296_5039044_5042046_pos	TIGR04056.1	susC	SusC/RagA family TonB-linked outer membrane protein	susC	undef
NC_009441.1	NC_009441.1_4478	4478	(5276194, 5279223)	pos	NC_009441.1_4478__NC_009441.1_4478_5276194_5279223_pos	TIGR04056.1	susC	SusC/RagA family TonB-linked outer membrane protein	susC	undef
NC_009441.1	NC_009441.1_4752	4752	(5614543, 5617668)	pos	NC_009441.1_4752__NC_009441.1_4752_5614543_5617668_pos	TIGR04056.1	susC	SusC/RagA family TonB-linked outer membrane protein	susC	undef
NC_009441.1	NC_009441.1_4779	4779	(5650685, 5654020)	pos	NC_009441.1_4779__NC_009441.1_4779_5650685_5654020_pos	TIGR04056.1	susC	SusC/RagA family TonB-linked outer membrane protein	susC	undef
NC_009441.1	NC_009441.1_4927	4927	(5823423, 5826710)	pos	NC_009441.1_4927__NC_009441.1_4927_5823423_5826710_pos	TIGR04056.1	susC	SusC/RagA family TonB-linked outer membrane protein	susC	undef
NC_009441.1	NC_009441.1_5151	5151	(6073787, 6074764)	pos	NC_009441.1_5151__NC_009441.1_5151_6073787_6074764_pos	TIGR04056.1	susC	SusC/RagA family TonB-linked outer membrane protein	susC	undef
NC_009441.1	NC_009441.1_5152	5152	(6074793, 6076973)	pos	NC_009441.1_5152__NC_009441.1_5152_6074793_6076973_pos	TIGR04056.1	susC	SusC/RagA family TonB-linked outer membrane protein	susC	undef
